compra_id,cliente_id,producto_id,fecha,cantidad,precio_unitario,descuento_aplicado,total
221,3,17,2025-02-26,7,1069.98,0.0,7489.86
222,3,8,2025-02-26,10,374.77,49.51,3747.7
223,3,6,2025-03-03,3,2006.31,0.0,6018.93
224,3,38,2025-03-03,1,3540.83,0.0,3540.83
225,3,20,2025-03-03,5,937.62,0.0,4688.1
226,3,30,2025-03-13,7,5476.74,0.0,38337.18
227,3,9,2025-03-13,6,3455.5,0.0,20733.0
228,3,34,2025-03-13,2,3866.32,0.0,7732.64
229,3,3,2025-03-13,9,2152.94,0.0,19376.46
230,3,27,2025-03-20,8,2864.29,0.0,22914.32
231,3,6,2025-03-20,3,1983.18,0.0,5949.54
232,3,2,2025-03-20,4,3888.8,0.0,15555.2
233,3,31,2025-05-09,1,2409.93,0.0,2409.93
234,3,36,2025-05-13,9,593.72,0.0,5343.48
235,3,24,2025-05-13,8,2386.68,0.0,19093.44
236,3,17,2025-05-22,1,738.28,0.0,738.28
237,3,27,2025-05-22,3,2182.09,463.62,6546.27
238,3,5,2025-06-05,4,621.14,0.0,2484.56
239,3,14,2025-06-05,7,980.23,0.0,6861.61
240,3,35,2025-06-08,1,1623.63,0.0,1623.63
241,3,17,2025-06-08,2,799.38,0.0,1598.76
242,3,26,2025-06-08,10,398.65,0.0,3986.5
243,3,14,2025-06-08,9,1071.39,0.0,9642.51
244,3,17,2025-06-16,8,535.26,55.47,4282.08
245,3,32,2025-06-19,8,3601.2,0.0,28809.6
246,3,30,2025-06-19,1,2482.18,0.0,2482.18
247,3,17,2025-06-19,3,1088.9,0.0,3266.7
248,3,23,2025-06-30,5,1435.57,0.0,7177.85
249,3,33,2025-06-30,3,1220.39,0.0,3661.17
250,3,5,2025-07-03,2,791.22,0.0,1582.44
251,3,1,2025-07-14,2,1164.11,0.0,2328.22
252,3,13,2025-07-14,7,2381.34,0.0,16669.38
253,3,20,2025-07-20,2,1138.08,299.8,2276.16
254,3,27,2025-07-20,9,5648.8,0.0,50839.2
255,3,7,2025-07-20,1,489.16,0.0,489.16
256,3,21,2025-07-20,3,877.82,0.0,2633.46
257,3,11,2025-07-25,8,2740.28,0.0,21922.24
258,3,31,2025-07-25,2,2414.96,0.0,4829.92
259,3,23,2025-08-05,1,990.87,0.0,990.87
260,3,15,2025-08-05,2,1626.2,0.0,3252.4
261,3,28,2025-08-05,3,2069.07,0.0,6207.21
262,3,13,2025-09-08,4,1458.51,0.0,5834.04
263,3,32,2025-09-08,4,3283.24,0.0,13132.96
264,3,11,2025-10-12,9,3971.64,0.0,35744.76
265,3,38,2025-10-15,9,1466.73,0.0,13200.57
266,3,12,2025-10-15,4,1749.22,0.0,6996.88
267,4,23,2024-11-20,2,2244.28,0.0,4488.56
268,4,20,2024-11-20,3,1140.11,0.0,3420.33
269,4,25,2025-03-12,5,2272.77,0.0,11363.85
270,4,28,2025-03-12,8,2493.81,0.0,19950.48
271,4,9,2025-03-12,7,2926.77,651.3,20487.39
272,4,25,2025-03-16,1,2465.38,0.0,2465.38
273,4,24,2025-03-16,7,3951.35,0.0,27659.45
274,4,29,2025-03-16,7,4530.73,0.0,31715.11
275,4,8,2025-03-16,1,914.54,0.0,914.54
276,4,15,2025-03-24,1,1590.98,0.0,1590.98
277,4,18,2025-05-05,10,2830.83,0.0,28308.3
278,4,3,2025-05-05,8,1714.97,0.0,13719.76
279,4,8,2025-05-24,9,516.94,0.0,4652.46
280,4,19,2025-05-24,5,333.77,0.0,1668.85
281,4,21,2025-05-24,9,681.75,0.0,6135.75
282,4,7,2025-06-08,1,421.34,0.0,421.34
283,4,31,2025-06-08,4,4345.29,1043.52,17381.16
284,4,9,2025-06-08,1,1844.09,0.0,1844.09
285,4,20,2025-06-08,5,1304.51,0.0,6522.55
286,4,21,2025-08-23,8,733.43,0.0,5867.44
287,4,32,2025-08-23,9,2048.45,0.0,18436.05
288,4,36,2025-09-03,4,1320.66,0.0,5282.64
289,4,33,2025-09-03,8,944.78,0.0,7558.24
290,4,7,2025-10-19,5,335.36,0.0,1676.8
291,4,15,2025-10-19,1,1725.37,0.0,1725.37
292,4,4,2025-10-19,3,2985.53,0.0,8956.59
293,4,27,2025-10-19,4,3738.78,0.0,14955.12
294,5,12,2024-11-02,10,2019.43,0.0,20194.3
295,5,36,2024-11-02,6,839.14,0.0,5034.84
296,5,31,2024-11-05,5,3277.87,0.0,16389.35
297,5,6,2024-11-05,9,1611.34,0.0,14502.06
298,5,34,2024-11-05,2,2630.11,0.0,5260.22
299,5,4,2024-12-21,3,3534.56,0.0,10603.68
300,5,4,2024-12-21,2,2778.83,0.0,5557.66
301,5,22,2024-12-21,5,1547.9,0.0,7739.5
302,5,10,2024-12-21,8,1918.39,0.0,15347.12
303,5,34,2025-01-09,3,5492.26,0.0,16476.78
304,5,36,2025-01-20,10,684.33,0.0,6843.3
305,5,12,2025-01-20,3,1295.82,0.0,3887.46
306,5,19,2025-03-29,7,556.21,0.0,3893.47
307,5,27,2025-04-05,3,5409.26,0.0,16227.78
308,5,27,2025-04-05,5,3660.7,0.0,18303.5
309,5,20,2025-04-08,3,1436.57,0.0,4309.71
310,5,37,2025-05-08,1,1494.01,0.0,1494.01
311,5,5,2025-05-08,8,1002.51,0.0,8020.08
312,5,32,2025-05-10,3,3522.29,0.0,10566.87
313,5,3,2025-05-10,5,913.47,218.15,4567.35
314,5,37,2025-05-10,5,1797.36,0.0,8986.8
315,5,28,2025-05-13,4,2733.94,0.0,10935.76
316,5,2,2025-05-26,3,1417.74,414.7,4253.22
317,5,3,2025-05-26,8,2114.28,0.0,16914.24
318,5,9,2025-05-26,8,2733.93,0.0,21871.44
319,5,33,2025-07-01,2,811.7,0.0,1623.4
320,5,15,2025-07-01,9,1169.4,0.0,10524.6
321,5,24,2025-07-01,6,3402.48,0.0,20414.88
322,5,27,2025-07-01,3,3449.67,0.0,10349.01
323,5,35,2025-08-13,4,1087.4,0.0,4349.6
324,5,16,2025-08-13,4,884.28,0.0,3537.12
325,5,4,2025-08-17,2,2580.77,0.0,5161.54
326,5,25,2025-08-17,4,3743.54,0.0,14974.16
327,5,25,2025-08-17,10,2610.97,0.0,26109.7
328,5,36,2025-09-06,2,1054.06,0.0,2108.12
329,5,24,2025-09-06,6,2852.9,0.0,17117.4
330,5,32,2025-09-20,1,2039.34,0.0,2039.34
331,5,22,2025-09-20,1,2038.98,0.0,2038.98
332,5,32,2025-09-20,10,2303.57,0.0,23035.7
333,5,23,2025-09-20,10,2325.16,145.77,23251.6
334,5,6,2025-10-04,9,2012.66,0.0,18113.94
335,5,18,2025-10-04,7,3411.32,0.0,23879.24
336,5,3,2025-10-18,1,1612.2,0.0,1612.2
337,5,24,2025-10-18,4,3747.97,295.76,14991.88
338,5,33,2025-10-18,1,853.02,0.0,853.02
339,5,11,2025-10-18,5,2506.65,0.0,12533.25
340,5,2,2025-10-19,7,3717.39,0.0,26021.73
341,6,31,2024-10-29,10,4022.33,0.0,40223.3
342,6,5,2024-10-29,2,578.81,0.0,1157.62
343,6,11,2024-11-11,3,2400.18,0.0,7200.54
344,6,7,2024-11-13,10,352.55,0.0,3525.5
345,6,6,2024-11-13,5,1930.01,0.0,9650.05
346,6,33,2024-11-13,4,1531.04,0.0,6124.16
347,6,10,2024-11-13,6,4340.85,0.0,26045.1
348,6,16,2024-11-29,8,1373.96,0.0,10991.68
349,6,37,2024-12-01,10,2165.16,0.0,21651.6
350,6,25,2024-12-29,3,3613.62,0.0,10840.86
351,6,22,2024-12-29,1,2101.63,0.0,2101.63
352,6,24,2025-01-03,2,3964.32,0.0,7928.64
353,6,12,2025-01-23,7,1346.92,0.0,9428.44
354,6,8,2025-02-03,3,596.72,0.0,1790.16
355,6,29,2025-03-02,9,3047.97,0.0,27431.73
356,6,13,2025-03-02,2,1278.43,0.0,2556.86
357,6,23,2025-03-26,9,1299.22,0.0,11692.98
358,6,17,2025-03-26,5,671.24,0.0,3356.2
359,6,4,2025-04-01,1,3307.56,0.0,3307.56
360,6,27,2025-04-01,9,6161.03,0.0,55449.27
361,6,11,2025-04-01,2,2136.3,0.0,4272.6
362,6,16,2025-04-01,9,782.64,0.0,7043.76
363,6,20,2025-05-08,8,761.21,208.67,6089.68
364,6,27,2025-05-18,4,3037.99,0.0,12151.96
365,6,16,2025-05-18,2,833.54,0.0,1667.08
366,6,21,2025-05-18,4,356.31,0.0,1425.24
367,6,14,2025-05-18,8,757.4,0.0,6059.2
368,6,27,2025-05-21,1,4820.03,0.0,4820.03
369,6,32,2025-05-23,4,3838.97,0.0,15355.88
370,6,35,2025-05-23,7,997.65,0.0,6983.55
371,6,16,2025-05-23,4,1310.38,0.0,5241.52
372,6,20,2025-05-30,2,830.43,0.0,1660.86
373,6,7,2025-05-30,1,480.13,0.0,480.13
374,6,8,2025-05-30,2,650.1,0.0,1300.2
375,6,14,2025-06-03,10,996.09,0.0,9960.9
376,6,31,2025-06-03,10,4402.55,771.99,44025.5
377,6,10,2025-06-03,2,4502.71,0.0,9005.42
378,6,27,2025-06-04,2,4644.79,0.0,9289.58
379,6,10,2025-06-04,10,2803.09,0.0,28030.9
380,6,23,2025-06-04,3,2067.66,0.0,6202.98
381,6,31,2025-06-04,9,2346.43,634.88,21117.87
382,6,32,2025-06-28,4,2005.94,0.0,8023.76
383,6,27,2025-07-26,8,4465.77,0.0,35726.16
384,6,19,2025-07-26,4,729.07,0.0,2916.28
385,6,22,2025-07-26,4,2302.96,0.0,9211.84
386,6,26,2025-07-30,4,423.67,56.49,1694.68
387,6,14,2025-08-08,7,531.93,0.0,3723.51
388,6,7,2025-08-08,5,248.02,0.0,1240.1
389,6,26,2025-08-08,2,350.2,0.0,700.4
390,6,26,2025-08-08,8,281.27,0.0,2250.16
391,6,9,2025-08-30,10,3235.28,0.0,32352.8
392,6,37,2025-09-04,4,2549.0,0.0,10196.0
393,6,18,2025-09-04,9,3318.35,0.0,29865.15
394,6,26,2025-09-19,5,258.54,0.0,1292.7
395,6,24,2025-09-19,8,4264.97,263.2,34119.76
396,6,15,2025-09-19,9,1737.42,0.0,15636.78
397,6,31,2025-09-19,1,5387.81,0.0,5387.81
398,6,24,2025-09-20,3,1968.94,183.41,5906.82
399,6,31,2025-09-20,3,3602.9,0.0,10808.7
400,6,3,2025-09-20,2,1480.75,0.0,2961.5
401,6,25,2025-09-20,2,5198.85,0.0,10397.7
402,6,22,2025-10-04,3,2440.32,591.12,7320.96
403,6,23,2025-10-04,7,2100.97,0.0,14706.79
404,7,1,2024-11-01,6,1600.27,0.0,9601.62
405,7,20,2024-11-01,3,984.6,0.0,2953.8
406,7,18,2024-11-19,2,4773.41,0.0,9546.82
407,7,22,2024-11-22,10,1990.31,0.0,19903.1
408,7,27,2024-11-22,2,5641.51,0.0,11283.02
409,7,29,2024-11-22,1,2222.26,0.0,2222.26
410,7,37,2024-12-03,7,1510.34,455.46,10572.38
411,7,22,2024-12-03,2,2998.02,0.0,5996.04
412,7,36,2024-12-03,10,1029.22,0.0,10292.2
413,7,6,2025-01-08,1,2414.28,0.0,2414.28
414,7,3,2025-01-20,4,1065.61,0.0,4262.44
415,7,10,2025-01-20,7,3905.27,0.0,27336.89
416,7,38,2025-01-20,3,1951.06,0.0,5853.18
417,7,14,2025-02-09,7,772.18,0.0,5405.26
418,7,38,2025-03-01,4,3069.69,0.0,12278.76
419,7,1,2025-03-01,5,799.68,0.0,3998.4
420,7,35,2025-03-01,3,1814.04,178.91,5442.12
421,7,33,2025-03-03,7,663.1,0.0,4641.7
422,7,35,2025-03-03,6,2059.48,0.0,12356.88
423,7,5,2025-03-03,10,905.46,0.0,9054.6
424,7,33,2025-03-03,10,954.55,0.0,9545.5
425,7,34,2025-03-11,8,4853.63,0.0,38829.04
426,7,24,2025-03-11,6,3868.71,0.0,23212.26
427,7,17,2025-03-11,1,867.84,0.0,867.84
428,7,20,2025-03-23,7,1098.9,0.0,7692.3
429,7,8,2025-03-23,2,375.66,0.0,751.32
430,7,23,2025-03-23,9,1309.25,0.0,11783.25
431,7,18,2025-03-23,6,3640.74,0.0,21844.44
432,7,29,2025-03-27,2,3881.9,0.0,7763.8
433,7,38,2025-03-27,10,2247.26,0.0,22472.6
434,7,35,2025-05-09,9,1460.32,0.0,13142.88
435,7,8,2025-05-09,7,359.15,0.0,2514.05
436,7,14,2025-05-23,1,963.99,0.0,963.99
437,7,29,2025-05-23,7,1988.61,0.0,13920.27
438,7,15,2025-05-23,8,903.56,0.0,7228.48
439,7,34,2025-05-24,5,3301.6,0.0,16508.0
440,7,2,2025-05-24,6,3935.72,0.0,23614.32
441,7,20,2025-05-24,2,1603.08,0.0,3206.16
442,7,8,2025-06-07,10,519.99,0.0,5199.9
443,7,20,2025-06-07,8,1262.91,161.92,10103.28
444,7,4,2025-06-07,10,3307.75,0.0,33077.5
445,7,9,2025-06-07,9,1913.46,0.0,17221.14
446,7,19,2025-08-01,7,711.55,0.0,4980.85
447,7,18,2025-08-06,7,2960.27,0.0,20721.89
448,7,26,2025-08-13,9,423.46,0.0,3811.14
449,7,5,2025-08-13,8,586.67,31.86,4693.36
450,7,25,2025-08-13,6,4981.77,0.0,29890.62
451,7,3,2025-08-13,8,1820.65,0.0,14565.2
452,7,21,2025-08-19,3,758.9,0.0,2276.7
453,7,9,2025-08-19,2,1893.42,0.0,3786.84
454,7,11,2025-08-19,3,2875.83,0.0,8627.49
455,7,30,2025-08-19,2,5728.46,0.0,11456.92
456,7,20,2025-09-25,1,1009.2,0.0,1009.2
457,7,3,2025-09-25,10,1754.61,0.0,17546.1
458,7,11,2025-09-25,5,1706.78,0.0,8533.9
459,8,33,2024-10-30,5,1600.71,0.0,8003.55
460,8,31,2024-10-30,7,5040.61,0.0,35284.27
461,8,25,2024-10-30,6,2399.5,0.0,14397.0
462,8,1,2024-11-17,3,1463.16,0.0,4389.48
463,8,38,2024-11-18,3,1854.37,0.0,5563.11
464,8,8,2024-11-18,2,521.26,132.23,1042.52
465,8,35,2024-11-18,1,1085.24,0.0,1085.24
466,8,6,2024-11-18,10,2904.29,0.0,29042.9
467,8,33,2024-12-09,7,1094.27,0.0,7659.89
468,8,16,2024-12-09,7,562.89,0.0,3940.23
469,8,12,2024-12-09,5,2276.46,0.0,11382.3
470,8,26,2024-12-18,5,312.17,0.0,1560.85
471,8,29,2024-12-18,3,2385.67,0.0,7157.01
472,8,10,2024-12-25,4,3297.84,0.0,13191.36
473,8,20,2024-12-26,10,1418.07,0.0,14180.7
474,8,8,2024-12-26,8,694.52,0.0,5556.16
475,8,4,2024-12-26,10,1659.17,430.13,16591.7
476,8,36,2025-01-14,8,600.26,0.0,4802.08
477,8,36,2025-01-14,10,884.33,0.0,8843.3
478,8,5,2025-01-14,9,725.06,0.0,6525.54
479,8,30,2025-03-01,9,2956.77,0.0,26610.93
480,8,27,2025-03-01,10,6000.72,0.0,60007.2
481,8,37,2025-03-10,8,1045.59,0.0,8364.72
482,8,31,2025-03-10,1,3257.24,0.0,3257.24
483,8,34,2025-03-10,2,3979.78,0.0,7959.56
484,8,22,2025-03-13,3,3285.39,0.0,9856.17
